"0101500177010260402","17701","u","4","10150","202302","1","2"
"0101500177010260502","17701","u","5","10150","202302","1","2"
"0101500177010260602","17701","u","6","10150","202302","3","5"
"0101500177010260702","17701","u","7","10150","202302","6","3"
"0101500178010340103","17801","u","1","10150","202303","1","1"
"0101500178010340203","17801","u","2","10150","202303","1","2"
"0101500178010340303","17801","u","3","10150","202303","1","2"
"0101500178010340403","17801","u","4","10150","202303","1","1"
"0101500178010340503","17801","u","5","10150","202303","1","1"
"0101500178010340603","17801","u","6","10150","202303","1","1"
"0101500178010340703","17801","u","7","10150","202303","1","1"
"0101500180030320102","18003","u","1","10150","202302","1","2"
"0101500180030320202","18003","u","2","10150","202302","1","1"
"0101500180030320302","18003","u","3","10150","202302","1","2"
"0101500180030320402","18003","u","4","10150","202302","1","2"
"0101500180030320502","18003","u","5","10150","202302","1","1"
"0101500180030320602","18003","u","6","10150","202302","1","2"
"0101500180030320702","18003","u","7","10150","202302","1","1"
"0101500186010370101","18601","u","1","10150","202301","3","2"
"0101500186010370201","18601","u","2","10150","202301","3","3"
"0101500186010370301","18601","u","3","10150","202301","1","1"
"0101500186010370401","18601","u","4","10150","202301","1","3"
"0101500186010370501","18601","u","5","10150","202301","1","3"
"0101500186010370601","18601","u","6","10150","202301","1","3"
"0101500186010370701","18601","u","7","10150","202301","2","3"
"0101500189020280101","18902","u","1","10150","202301","1","1"
"0101500189020280201","18902","u","2","10150","202301","1","1"
"0101500189020280301","18902","u","3","10150","202301","1","1"
"0101500189020280401","18902","u","4","10150","202301","1","2"
"0101500189020280501","18902","u","5","10150","202301","3","1"
"0101500189020280601","18902","u","6","10150","202301","1","2"
"0101500189020280701","18902","u","7","10150","202301","1","1"
"0101500193020250201","19302","u","2","10150","202301","1","1"
"0101500193020250301","19302","u","3","10150","202301","1","1"
"0101500193020250401","19302","u","4","10150","202301","1","1"
"0101500193020250501","19302","u","5","10150","202301","1","1"
"0101500193020250601","19302","u","6","10150","202301","1","2"
"0101500193020250701","19302","u","7","10150","202301","1","1"
"0101500193020250801","19302","u","8","10150","202301","1","1"
"0101500195020370101","19502","u","1","10150","202301","1","2"
"0101500195020370201","19502","u","2","10150","202301","1","3"
"0101500195020370301","19502","u","3","10150","202301","1","2"
"0101500195020370401","19502","u","4","10150","202301","1","2"
"0101500195020370501","19502","u","5","10150","202301","1","2"
"0101500195020370701","19502","u","7","10150","202301","1","2"
"0101500195020370801","19502","u","8","10150","202301","1","3"
"0101500199050270103","19905","u","1","10150","202303","1","2"
"0101500199050270203","19905","u","2","10150","202303","1","2"
"0101500199050270303","19905","u","3","10150","202303","1","1"
"0101500199050270403","19905","u","4","10150","202303","1","2"
"0101500199050270503","19905","u","5","10150","202303","1","2"
"0101500199050270603","19905","u","6","10150","202303","1","2"
"0101500199050270703","19905","u","7","10150","202303","1","1"
"0101500204010270103","20401","u","1","10150","202303","1","2"
"0101500204010270203","20401","u","2","10150","202303","1","1"
"0101500204010270303","20401","u","3","10150","202303","1","2"
"0101500204010270403","20401","u","4","10150","202303","1","1"
"0101500204010270503","20401","u","5","10150","202303","1","1"
"0101500204010270603","20401","u","6","10150","202303","1","2"
"0101500204010270703","20401","u","7","10150","202303","1","2"
"0101500204030370101","20403","u","1","10150","202301","1","2"
"0101500204030370201","20403","u","2","10150","202301","1","1"
"0101500204030370301","20403","u","3","10150","202301","1","2"
"0101500204030370401","20403","u","4","10150","202301","1","1"
"0101500204030370501","20403","u","5","10150","202301","1","1"
"0101500204030370601","20403","u","6","10150","202301","1","1"
"0101500204030370701","20403","u","7","10150","202301","1","1"
"0101500205010410102","20501","u","1","10150","202302","1","2"
"0101500205010410202","20501","u","2","10150","202302","1","2"
"0101500205010410402","20501","u","4","10150","202302","1","2"
"0101500205010410502","20501","u","5","10150","202302","1","1"
"0101500205010410602","20501","u","6","10150","202302","1","2"
"0101500205010410802","20501","u","8","10150","202302","1","2"
"0101500205010410902","20501","u","9","10150","202302","1","1"
"0101500205020290101","20502","u","1","10150","202301","1","1"
"0101500205020290201","20502","u","2","10150","202301","1","2"
"0101500205020290401","20502","u","4","10150","202301","1","1"
"0101500205020290501","20502","u","5","10150","202301","1","1"
"0101500205020290601","20502","u","6","10150","202301","1","2"
"0101500205020290701","20502","u","7","10150","202301","1","2"
"0101500205020290801","20502","u","8","10150","202301","1","1"
"0101500205040280101","20504","u","1","10150","202301","1","1"
"0101500205040280201","20504","u","2","10150","202301","1","1"
"0101500205040280301","20504","u","3","10150","202301","3","1"
"0101500205040280401","20504","u","4","10150","202301","1","2"
"0101500205040280501","20504","u","5","10150","202301","1","1"
"0101500205040280601","20504","u","6","10150","202301","1","3"
"0101500205040280701","20504","u","7","10150","202301","1","1"
"0101500207030270103","20703","u","1","10150","202303","1","2"
"0101500207030270203","20703","u","2","10150","202303","1","3"
"0101500207030270303","20703","u","3","10150","202303","1","2"
"0101500207030270403","20703","u","4","10150","202303","1","1"
"0101500207030270503","20703","u","5","10150","202303","1","1"
"0101500207030270603","20703","u","6","10150","202303","1","2"
